danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,name
0.527,0.833,-5.35,0,0.0681,0.0818,0.0677,0.86,112.562,"Love Is A Dare -Instrumental - Vishal-Shekhar, Rachel Varghese, Sophie Choudry, Jaideep Sahni"
0.484,0.565,-7.954,1,0.0347,0.479,0.105,0.607,82.653,"Jag Ghoomeya - Vishal-Shekhar, Rahat Fateh Ali Khan, Irshad Kamil"
0.669,0.866,-6.628,1,0.0499,0.0589,0.0463,0.288,119.992,"Sultan - Vishal-Shekhar, Sukhwinder Singh, Shadab Faridi, Irshad Kamil"
0.675,0.579,-11.976,1,0.0308,0.369,0.118,0.724,97.01,"Bulleya - Vishal-Shekhar, Papon, Irshad Kamil"
0.696,0.2,-14.341,0,0.0615,0.771,0.106,0.557,78.964,"Jag Ghoomeya (Female) - Vishal-Shekhar, Neha Bhasin"
0.683,0.881,-3.943,0,0.0858,0.0211,0.114,0.792,159.942,"Dil Dhadakne Do - Priyanka Chopra, Farhan Akhtar"
0.734,0.738,-4.606,0,0.0368,0.00147,0.113,0.813,126.007,"Pehli Baar - Sukriti Kakar, Siddharth Mahadevan"
0.83,0.858,-3.18,0,0.0554,0.134,0.0567,0.949,119.974,"Gallan Goodiyaan - Yashita Sharma, Manish Kumar Tipu, Farhan Akhtar, Shankar Mahadevan, Sukhwinder Singh"
0.766,0.809,-6.206,1,0.161,0.0227,0.0796,0.803,91.987,"Dhan Te Nan - Sukhwinder Singh, Vishal Dadlani, Robert Bob Omulo"
0.522,0.478,-10.826,0,0.0277,0.408,0.101,0.576,160.029,Pehli Baar Mohabbat - Mohit Chauhan
0.375,0.312,-10.656,0,0.031,0.85,0.137,0.22,77.527,"Dhadak Title Track - Ajay Gogavale, Shreya Ghoshal"
0.485,0.257,-11.287,0,0.0359,0.917,0.0654,0.454,139.781,Pehli Baar - Ajay Gogavale
0.834,0.788,-7.294,0,0.213,0.359,0.396,0.705,130.032,Zingaat - Ajay-Atul
0.295,0.406,-9.365,1,0.0344,0.73,0.133,0.21,159.791,Vaara Re - Ajay Gogavale
0.382,0.398,-10.026,0,0.0373,0.698,0.111,0.313,179.649,Mere Naam Tu - Abhay Jodhpurkar
0.388,0.532,-6.352,1,0.0414,0.456,0.167,0.444,179.642,"Chaar Kadam - Shaan, Shreya Ghoshal"
0.676,0.56,-6.124,1,0.0396,0.448,0.0903,0.777,75.011,"Love Is A Waste Of Time - Sonu Nigam, Shreya Ghoshal"
0.485,0.456,-6.544,1,0.0309,0.898,0.0835,0.424,90.352,"Thodi Der - Farhan Saeed, Shreya Ghoshal"
0.527,0.525,-8.106,1,0.0337,0.876,0.172,0.257,99.638,"Phir Bhi Tumko Chaahunga - Mithoon, Arijit Singh, Shashaa Tirupati"
0.603,0.623,-6.881,1,0.0288,0.384,0.111,0.456,122.021,Jab Tak (Redux) - Armaan Malik
0.405,0.665,-5.498,1,0.0328,0.614,0.525,0.404,81.921,Phir Kabhi - Arijit Singh
0.531,0.431,-8.937,0,0.037,0.868,0.127,0.19,107.99,Kaun Tujhe - Palak Muchhal
0.299,0.447,-7.862,0,0.0383,0.858,0.097,0.321,121.723,Jab Tak - Armaan Malik
0.338,0.459,-8.827,1,0.027,0.533,0.22,0.32,81.203,Besabriyaan - Armaan Malik
0.371,0.668,-7.269,0,0.0497,0.636,0.294,0.403,87.458,"Gerua - Pritam, Arijit Singh, Antara Mitra"
0.301,0.581,-7.324,0,0.0422,0.602,0.0757,0.235,132.051,"Janam Janam - Pritam, Arijit Singh, Antara Mitra"
0.536,0.706,-5.897,1,0.0274,0.5,0.112,0.442,113.972,"Daayre - Pritam, Arijit Singh"
0.528,0.664,-7.262,1,0.0377,0.226,0.121,0.109,97.893,"Ek Dil Ek Jaan (From Padmaavat) - Shivam Pathak, Sanjay Leela Bhansali"
0.546,0.805,-7.417,1,0.126,0.397,0.337,0.742,168.022,"Ghoomar - Shreya Ghoshal, Swaroop Khan"
0.642,0.94,-5.274,1,0.102,0.15,0.0989,0.645,101.252,"Khalibali - Shivam Pathak, Shail Hada"
0.44,0.704,-5.654,1,0.0514,0.154,0.347,0.493,179.768,Binte Dil - Arijit Singh
0.478,0.846,-4.799,1,0.146,0.367,0.0803,0.758,149.708,Gori Radha Ne Kado Kaan - Divya Kumar
0.579,0.713,-7.334,1,0.0318,0.617,0.118,0.635,159.915,"Ishq Bulaava - Vishal-Shekhar, Sanam Puri, Shipra Goyal"
0.636,0.647,-6.97,0,0.0436,0.422,0.251,0.44,105.914,Gulabi Aankhen - Sanam
0.763,0.534,-6.12,0,0.0544,0.155,0.147,0.836,100.963,Dil Kya Kare - Sanam
0.636,0.537,-7.477,0,0.0344,0.59,0.101,0.597,75.968,"Yeh Vaada Raha - Sanam, Mira Mohamed Majid"
0.638,0.558,-8.747,0,0.0328,0.323,0.0881,0.413,123.922,"Haareya - Ayushmann Khurrana Rock Version - Sachin-Jigar, Ayushmann Khurrana, Priya Saraiya"
0.675,0.392,-10.11,0,0.037,0.773,0.109,0.534,123.935,"Haareya - Sachin-Jigar, Arijit Singh, Priya Saraiya"
0.564,0.751,-6.802,0,0.0427,0.1,0.0982,0.373,172.031,"Aaj Phir - Arijit Singh, Samira Koppikar"
0.46,0.691,-5.204,0,0.0424,0.495,0.12,0.422,155.896,Kabhi Aayine Pe Likha Tujhe - KK
0.715,0.676,-4.791,0,0.0376,0.333,0.107,0.383,114.969,Hai Dil Ye Mera - Arijit Singh
0.765,0.89,-4.608,0,0.0824,0.502,0.0423,0.918,99.961,"Dil Chori - Yo Yo Honey Singh, Simar Kaur, Ishers"
0.831,0.908,-3.317,1,0.101,0.328,0.077,0.734,104.962,"Chhote Chhote Peg - Yo Yo Honey Singh, Neha Kakkar, Navraj Hans"
0.538,0.646,-7.187,1,0.05,0.308,0.196,0.288,128.045,"Subah Subah - Arijit Singh, Prakriti Kakar, Amaal Mallik"
0.782,0.827,-4.219,0,0.0627,0.159,0.226,0.498,104.032,"Bom Diggy Diggy - Zack Knight, Jasmin Walia"
0.772,0.83,-3.981,0,0.0455,0.0357,0.0419,0.753,127.999,"Kaun Nachdi - Guru Randhawa, Neeti Mohan"
0.559,0.541,-5.525,1,0.0313,0.34,0.102,0.309,83.978,"Tera Yaar Hoon Main - Rochak Kohli, Arijit Singh"
0.806,0.932,-2.228,0,0.0684,0.24,0.216,0.792,106.021,"Badtameez Dil - Pritam, Benny Dayal, Shefali Alvares"
0.732,0.944,-4.115,1,0.09,0.209,0.401,0.957,120.02,"Balam Pichkari - Pritam, Vishal Dadlani, Shalmali Kholgade"
0.593,0.967,-5.767,1,0.0907,0.166,0.105,0.452,131.988,"Ilahi - Pritam, Arijit Singh"
0.59,0.555,-6.861,1,0.0271,0.481,0.192,0.191,84.027,"Kabira - Pritam, Tochi Raina, Rekha Bhardwaj"
0.687,0.941,-5.23,0,0.0583,0.0811,0.0697,0.909,138.048,"Dilliwaali Girlfriend - Pritam, Arijit Singh, Sunidhi Chauhan"
0.302,0.493,-5.038,1,0.0451,0.455,0.134,0.457,88.904,"Subhanallah - Pritam, Sreeram, Shilpa Rao"
0.611,0.612,-7.978,1,0.114,0.441,0.18,0.898,171.841,"Kabira (Encore) - Pritam, Harshdeep Kaur, Arijit Singh"
0.568,0.921,-4.558,1,0.0771,0.277,0.151,0.647,131.903,"Ilahi (Reprise) - Pritam, Mohit Chauhan"
0.767,0.869,-3.381,0,0.0908,0.14,0.221,0.751,98.208,"Suit Suit - Guru Randhawa, Arjun"
0.321,0.432,-7.777,1,0.0304,0.505,0.278,0.366,150.148,Hoor - Atif Aslam
0.676,0.935,-3.499,0,0.0892,0.00917,0.097,0.802,144.944,"Oh Ho Ho Ho (Remix) - Sukhbir, Ikka"
0.561,0.56,-6.03,1,0.0325,0.573,0.12,0.212,120.008,Sun Le Re - Papon
0.431,0.813,-6.939,0,0.233,0.2,0.115,0.269,95.026,"Shambhu Sutaya - Sachin-Jigar, Shankar Mahadevan, Vishal Dadlani"
0.615,0.573,-8.264,1,0.0491,0.0286,0.11,0.172,101.92,"Bezubaan - Sachin-Jigar, Mohit Chauhan, Priya Saraiya, Deane Sequeira, Tanvi Shah"
0.366,0.506,-8.772,0,0.0377,0.188,0.0681,0.16,62.055,"Duhaai - Sachin-Jigar, Madhav Krishna"
0.682,0.704,-9.445,1,0.227,0.163,0.297,0.618,139.985,"Sadda Dil Vi Tu (Ga Ga Ga Ganpati) - Sachin-Jigar, Hard Kaur"
0.596,0.406,-8.676,0,0.0261,0.733,0.0851,0.251,101.915,Sunn Le Zara - Arnab Dutta
0.796,0.978,-1.266,0,0.0955,0.289,0.346,0.8,129.999,"Aankh Marey (From Simmba) - Neha Kakkar, Mika Singh, Kumar Sanu, Tanishk Bagchi"
0.649,0.716,-3.936,1,0.0384,0.268,0.603,0.639,86.949,"Tere Bin (From Simmba) - Rahat Fateh Ali Khan, Asees Kaur, Tanishk Bagchi"
0.971,0.785,-5.117,0,0.058,0.211,0.0492,0.913,114.014,"Aao Kabhi Haveli Pe - Badshah, Nikhita Gandhi, Sachin-Jigar"
0.527,0.622,-8.172,0,0.0842,0.7,0.126,0.672,173.709,"Nazar Na Lag Jaaye - Ash King, Sachin-Jigar"
0.825,0.666,-4.847,0,0.0554,0.143,0.237,0.763,96.987,"Kamariya - Aastha Gill, Sachin Sanghvi, Jigar Saraiya, Divya Kumar"
0.573,0.746,-6.108,0,0.0513,0.142,0.277,0.508,105.064,"Aashiq Banaya Aapne - Himesh Reshammiya, Neha Kakkar"
0.566,0.634,-5.551,1,0.0443,0.145,0.0814,0.36,143.89,Abhi Abhi - KK
0.703,0.695,-5.518,1,0.118,0.654,0.103,0.683,92.003,"Abhi Kuch Dino Se - Pritam, Mohit Chauhan"
0.386,0.815,-3.395,1,0.0417,0.707,0.159,0.349,124.293,"Teri Jhuki Nazar - Pritam, Shafqat Amanat Ali"
0.467,0.859,-2.946,0,0.0409,0.661,0.0522,0.673,89.842,"Mat Aazma Re - Pritam, KK"
0.608,0.55,-7.86,0,0.031,0.708,0.0833,0.514,81.987,"Hum Jee Lenge - Mustafa Zahid, Roxen Band"
0.598,0.887,-6.992,1,0.0802,0.0284,0.166,0.704,159.977,"Ok Jaanu Title Track - A.R. Rahman, Srinidhi Venkatesh"
0.717,0.416,-9.875,0,0.0303,0.635,0.0976,0.381,100.026,"Enna Sona - A.R. Rahman, Arijit Singh"
0.721,0.65,-6.95,0,0.135,0.0115,0.34,0.392,130.487,"The Humma Song - A.R. Rahman, Badshah, Tanishk Bagchi, Shashaa Tirupati, Jubin Nautiyal"
0.548,0.274,-10.02,1,0.0269,0.887,0.16,0.225,94.974,"Humsafar (Alia's Version) - Alia Bhatt, Akhil Sachdeva"
0.803,0.791,-5.79,1,0.0889,0.195,0.353,0.549,136.025,"Chitta Ve - Babu Haabi, Shahid Mallya, Bhanu Prtap"
0.641,0.374,-6.731,1,0.0284,0.723,0.135,0.265,120.035,Ikk Kudi - Shahid Mallya
0.909,0.906,-3.701,1,0.206,0.09,0.287,0.625,121.996,"Ud-daa Punjab - Vishal Dadlani, Amit Trivedi"
0.62,0.502,-8.375,1,0.0303,0.841,0.1,0.302,119.959,Ikk Kudi - Reprised Version - Diljit Dosanjh
0.605,0.74,-6.312,1,0.0311,0.53,0.266,0.367,119.953,"Ikk Kudi - Club Mix - Alia Bhatt, Diljit Dosanjh"
0.814,0.791,-5.057,1,0.0934,0.25,0.124,0.902,130.941,"Patakha Guddi - Sultana, Jyoti Nooran"
0.604,0.72,-7.276,1,0.0603,0.571,0.12,0.528,130.995,Maahi Ve - A.R. Rahman
0.845,0.659,-6.348,1,0.0373,0.159,0.0782,0.547,125.965,Naina Da Kya Kasoor - Amit Trivedi
0.678,0.612,-5.891,0,0.0254,0.176,0.458,0.388,129.967,Wo Ladki - Arijit Singh
0.565,0.527,-5.035,1,0.0252,0.148,0.103,0.231,91.989,"Daryaa - Ammy Virk, Shahid Mallya"
0.449,0.421,-8.92,1,0.0272,0.387,0.11,0.203,163.747,Yeh Fitoor Mera - Arijit Singh
0.623,0.924,-4.481,0,0.142,0.00764,0.557,0.506,135.968,Laila Main Laila - Pawni Pandey
0.486,0.898,-3.791,1,0.171,0.309,0.0886,0.648,88.335,"Zaalima - Arijit Singh, Harshdeep Kaur"
0.666,0.833,-7.48,0,0.0451,0.0141,0.111,0.541,99.007,Ziddi Dil - Vishal Dadlani
0.634,0.378,-8.367,1,0.0295,0.566,0.0919,0.527,123.949,Sukoon Mila - Arijit Singh
0.682,0.667,-7.53,0,0.229,0.505,0.204,0.764,89.936,Jaguar - Sukh-E Muzical Doctorz
0.755,0.839,-2.26,0,0.129,0.294,0.107,0.592,82.041,Laembadgini - Diljit Dosanjh
0.677,0.318,-9.196,1,0.028,0.775,0.118,0.585,104.983,Jeena Jeena (From Badlapur) - Atif Aslam
0.547,0.705,-7.873,0,0.0356,0.157,0.109,0.384,140.008,Jee Karda (From Badlapur) - Divya Kumar
0.601,0.814,-7.778,0,0.0637,0.397,0.283,0.694,140.063,Jee Karda (Rock Version) - Divya Kumar
0.343,0.373,-9.363,0,0.0607,0.745,0.14,0.252,92.957,"Judaai (From Badlapur) - Rekha Bhardwaj, Arijit Singh"
0.912,0.677,-4.212,1,0.0713,0.193,0.0939,0.94,115.061,"Tere Naal Nachna (From Nawabzaade) - Badshah, Sunanda Sharma"
0.45,0.574,-6.394,1,0.066,0.269,0.103,0.319,167.832,"Piya O Re Piya (From Tere Naal Love Ho Gaya) - Atif Aslam, Shreya Ghoshal"
0.766,0.942,-6.757,1,0.0439,0.0348,0.0973,0.797,127.033,"Mujhse Shaadi Karogi - Sonu Nigam, Udit Narayan, Sunidhi Chauhan"
0.473,0.942,-4.709,1,0.0747,0.204,0.132,0.793,90.998,"Aaja Soniye - Sonu Nigam, Alka Yagnik"
0.798,0.766,-7.154,0,0.131,0.224,0.0916,0.768,135.008,"Jeene Ke Hain Chaar Din - Sonu Nigam, Sunidhi Chauhan"
0.708,0.946,-4.519,1,0.0434,0.128,0.559,0.477,130.99,"Besharmi Ki Height - Benny Dayal, Shalmali Kholgade"
0.411,0.729,-4.738,0,0.0983,0.132,0.177,0.498,96.053,Palat - Tera Hero Idhar Hai - Arijit Singh
0.714,0.892,-5.342,0,0.0516,0.00145,0.0462,0.899,134.997,"Tum Hi Ho Bandhu (From Cocktail) - Neeraj Shridhar, Kavita Seth"
0.703,0.786,-6.779,0,0.0483,0.198,0.101,0.647,93.987,"Daaru Desi (From Cocktail) - Benny Dayal, Shalmali Kholgade"
0.485,0.546,-8.21,1,0.0303,0.0735,0.0444,0.406,149.938,"Yaariyaan - Mohan Kannan, Shilpa Rao"
0.809,0.831,-4.043,0,0.06,0.0162,0.0534,0.83,112.016,"Second Hand Jawaani (From Cocktail) - Miss Pooja, Neha Kakkar, Nakash Aziz"
0.614,0.759,-6.763,1,0.107,0.145,0.3,0.361,166.096,"Jugni (from Cocktail) - Arif Lohar, Harshdeep Kaur"
0.643,0.256,-9.758,1,0.0252,0.729,0.0994,0.444,94.999,"Samjhawan (Unplugged by Alia Bhatt) [From Humpty Sharma Ki Dulhania] - Jawad Ahmad, Shaarib Toshi, Alia Bhatt"
0.847,0.938,-4.615,1,0.0974,0.149,0.107,0.786,130.02,"Saturday Saturday - Shaarib Toshi, Badshah, Indeep Bakshi, Akriti Kakkar"
0.65,0.482,-8.667,1,0.0281,0.293,0.0811,0.517,106.994,"Samjhawan - Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal"
0.753,0.99,-3.319,0,0.0578,0.0195,0.116,0.711,139.99,"Lucky Tu Lucky Me - Sachin-Jigar, Benny Dayal, Anushka Manchanda, Varun Dhawan"
0.758,0.921,-4.29,1,0.0628,0.0154,0.0853,0.916,132.935,"D Se Dance - Sachin-Jigar, Vishal Dadlani, Shalmali Kholgade, Anushka Manchanda"
0.532,0.529,-8.402,1,0.0352,0.334,0.078,0.295,81.989,"Kal Ho Naa Ho - Shankar-Ehsaan-Loy, Sonu Nigam"
0.815,0.833,-6.117,0,0.0769,0.0297,0.33,0.563,99.989,"Maahi Ve - Shankar-Ehsaan-Loy, Sadhana Sargam, Sujata Bhattacharya, Udit Narayan, Sonu Nigam"
0.902,0.772,-8.29,0,0.0383,0.0452,0.12,0.808,131.992,"It's the Time to Disco - Shankar-Ehsaan-Loy, Vasundhara Das, KK, Shaan, Loy Mendonsa"
0.674,0.661,-7.973,1,0.0618,0.128,0.283,0.458,95.967,"Kuch To Hua Hai - Shankar-Ehsaan-Loy, Alka Yagnik, Shaan"
0.677,0.942,-6.105,0,0.16,0.124,0.0819,0.598,173.991,"Pretty Woman - Shankar-Ehsaan-Loy, Shankar Mahadevan, Ravi Rags Khote"
0.471,0.329,-11.958,0,0.0312,0.78,0.117,0.144,126.107,"Sapna Jahan (From Brothers) - Ajay-Atul, Sonu Nigam, Neeti Mohan"
0.552,0.668,-9.111,1,0.0473,0.421,0.159,0.152,95.032,"Brothers Anthem - Ajay-Atul, Vishal Dadlani"
0.624,0.551,-6.871,0,0.033,0.285,0.234,0.229,149.97,"Sanam Teri Kasam (From Sanam Teri Kasam) - Ankit Tiwari, Palak Muchhal"
0.706,0.715,-4.143,1,0.0311,0.439,0.0919,0.226,118.971,Tera Chehra (From Sanam Teri Kasam) - Arijit Singh
0.539,0.551,-7.351,1,0.0361,0.651,0.124,0.556,75.899,Tere Sang Yaara - Atif Aslam
0.411,0.277,-8.844,1,0.0305,0.903,0.209,0.345,143.768,"Dekha Hazaro Dafaa - Arijit Singh, Palak Muchhal"
0.525,0.46,-8.594,0,0.0246,0.826,0.139,0.33,98.007,"Tere Liye - Madan Mohan, Lata Mangeshkar, Roop Kumar Rathod, Javed Akhtar"
0.484,0.788,-7.625,0,0.0565,0.69,0.0939,0.741,171.973,"Main Yahaan Hoon - Madan Mohan, Udit Narayan, Javed Akhtar"
0.563,0.803,-6.651,0,0.117,0.589,0.0735,0.792,82.909,"Aisa Des Hai Mera - Madan Mohan, Lata Mangeshkar, Udit Narayan, Javed Akhtar"
0.48,0.753,-7.33,0,0.0454,0.347,0.315,0.462,90.027,"Yeh Hum Aa Gaye Hain Kahaan - Madan Mohan, Lata Mangeshkar, Udit Narayan, Javed Akhtar"
0.247,0.556,-7.514,1,0.0376,0.635,0.146,0.371,168.823,"Do Pal - Madan Mohan, Lata Mangeshkar, Sonu Nigam, Javed Akhtar"
0.568,0.856,-5.51,0,0.114,0.648,0.191,0.84,98.444,"Lodi - Madan Mohan, Lata Mangeshkar, Udit Narayan, Javed Akhtar"
0.567,0.577,-6.197,0,0.0264,0.628,0.132,0.217,101.99,"Muskurane - Romantic - Jeet Gannguli, Arijit Singh"
0.29,0.399,-8.309,0,0.0339,0.811,0.116,0.152,172.061,"Muskurane - Unplugged - Jeet Gannguli, Mohammed Irfan"
0.679,0.921,-4.416,0,0.0362,0.0799,0.0636,0.755,131.084,"Nachange Saari Raat - Meet Bros., Neeraj Shridhar, Tulsi Kumar"
0.543,0.682,-4.869,0,0.0319,0.492,0.1,0.316,143.628,"Mujhko Barsaat Bana Lo - Armaan Malik, Rashmi Virag"
0.524,0.726,-7.0,0,0.0321,0.0807,0.0813,0.302,97.992,"Junooniyat - Meet Bros Anjjan, Falak Shabir"
0.743,0.921,-5.007,0,0.14,0.29,0.0402,0.674,113.284,"Nagada Sang Dhol - Shreya Ghoshal, Osman Mir"
0.58,0.863,-1.675,0,0.0411,0.0725,0.27,0.497,146.978,Lahu Munh Lag Gaya - Shail Hada
0.553,0.556,-7.04,0,0.0347,0.224,0.0915,0.219,147.84,Ang Laga De - Aditi Paul
0.504,0.671,-5.792,1,0.0271,0.0343,0.309,0.447,105.957,Laal Ishq - Arijit Singh
0.531,0.865,-3.389,0,0.0536,0.481,0.22,0.582,79.97,"Deewani Mastani (From Bajirao Mastani) - Shreya Ghoshal, Ganesh Chandanshive, Mujtaba Aziz Naza, Shadab Faridi, Altamash Faridi, Farhan Sabri"
0.507,0.932,-4.501,0,0.0762,0.0592,0.302,0.311,114.961,Malhari (From Bajirao Mastani) - Vishal Dadlani
0.806,0.56,-8.185,1,0.121,0.36,0.235,0.624,109.918,"Emosanal Attyachaar (Brass Band Version) - Band Master Rangeela, Rasila"
0.701,0.774,-6.994,1,0.0339,0.149,0.326,0.766,124.034,Pardesi - Tochi Raina
0.602,0.67,-8.325,0,0.109,0.186,0.199,0.429,159.996,Nayan Tarse - Amit Trivedi
0.678,0.771,-2.849,1,0.0266,0.0277,0.149,0.462,105.976,Zindagi Do Pal Ki - KK
0.486,0.382,-6.183,1,0.0286,0.613,0.149,0.164,125.918,Dil Kyun Yeh Mera - KK
0.455,0.939,-5.536,1,0.0807,0.015,0.336,0.522,132.018,"Fire - Rajesh Roshan, Vishal Dadlani, Anirudh Bhola, Anushka Manchanda"
0.747,0.921,-3.851,1,0.0859,0.0956,0.0367,0.671,129.945,"Mit Jaaye Gham (Dum Maaro Dum) - Pritam, Anushka Manchanda"
0.594,0.757,-5.381,1,0.0504,0.606,0.251,0.597,127.894,"Te Amo (Duet) - Pritam, Ash King, Sunidhi Chauhan"
0.393,0.609,-5.954,1,0.0415,0.0558,0.107,0.347,71.377,"Jiyein Kyun - Pritam, Papon"
0.64,0.754,-4.873,0,0.0392,0.395,0.209,0.355,94.989,"Mitti Di Khushboo - Rochak Kohli, Ayushmann Khurrana"
0.65,0.551,-6.906,1,0.0274,0.405,0.219,0.294,102.934,"Ve Maahi - Arijit Singh, Asees Kaur"
0.816,0.922,-2.963,0,0.149,0.178,0.373,0.887,95.006,"Morni Banke - Guru Randhawa, Neha Kakkar"
0.491,0.566,-4.668,0,0.0283,0.545,0.179,0.322,81.992,"Musafir (From Sweetiee Weds Nri) - Palash Muchhal, Atif Aslam, Palak Muchhal"
0.458,0.34,-14.309,1,0.0333,0.774,0.0799,0.516,151.979,"Pehla Nasha - Udit Narayan, Sadhana Sargam"
0.46,0.616,-6.606,0,0.0343,0.718,0.142,0.487,144.854,"Dua-Saware - Salim Merchant, Neeti Mohan"
0.254,0.573,-6.772,1,0.0374,0.488,0.127,0.132,78.931,"Tose Naina-Tum Jo Aaye - Armaan Malik, Tulsi Kumar"
0.624,0.489,-7.695,1,0.0265,0.507,0.142,0.306,104.955,"Tu Jo Mila-Raabta - Shirley Setia, Jubin Nautiyal"
0.381,0.504,-7.653,0,0.0362,0.766,0.0799,0.122,78.029,Sunn Raha Hai-Rozana - Shreya Ghoshal
0.573,0.71,-6.295,0,0.0759,0.385,0.0732,0.614,169.985,"Ehna Akhiyan-Yaar Mangiyasi-Nachda - Harshdeep Kaur, Shahid Mallya"
0.589,0.602,-7.647,1,0.0489,0.275,0.115,0.274,153.883,"Gazab Ka Hai Din-Bawara Mann - Shaan, Sukriti Kakar"
0.572,0.366,-8.675,0,0.03,0.911,0.102,0.355,134.023,"Main Agar Kahoon-Bol Do Na Zara - Armaan Malik, Jonita Gandhi, Rashmi Virag"
0.752,0.532,-6.589,1,0.0317,0.00131,0.282,0.853,125.979,"Sooraj Dooba Hain-Subha Hone Na De - Nakash Aziz, Aditi Singh Sharma"
0.623,0.325,-9.342,1,0.0334,0.498,0.0805,0.528,125.077,"Agar Tum Saath Ho-Maahi Ve - Jubin Nautiyal, Prakriti Kakar"
0.518,0.534,-8.068,1,0.0322,0.654,0.0887,0.32,153.969,"Soch Na Sake-Sab Tera - Neeti Mohan, Harrdy Sandhu"
0.546,0.856,-6.045,1,0.252,0.309,0.164,0.548,90.191,"Pee Loon-Ishq Sufiyana - Neha Kakkar, Sreerama Chandra"
0.592,0.6,-8.087,1,0.0343,0.551,0.128,0.493,80.082,"Roke Na Ruke-Mast Magan - Tulsi Kumar, Dev Negi"
0.666,0.857,-4.118,0,0.0541,0.181,0.243,0.653,93.02,"Ambarsariya-Suit Suit - Kanika Kapoor, Guru Randhawa"
0.329,0.265,-10.195,1,0.0304,0.916,0.107,0.142,181.53,"Kaise Mujhe-Tum Ho - Palak Muchhal, Aditya Narayan"
0.721,0.664,-6.084,0,0.0471,0.426,0.0883,0.76,139.953,"Sun Zara-Tujhe Bhula Diya - Shaan, Shruti Pathak"
0.594,0.376,-9.528,1,0.0272,0.611,0.119,0.333,96.41,Mera Mann-Yahin Hoon Main - Ayushmann Khurrana
0.448,0.571,-6.05,0,0.0323,0.744,0.194,0.48,94.032,"Tum Hi Ho-Rehnuma - Shreya Ghoshal, Armaan Malik"
0.64,0.85,-3.766,0,0.0919,0.297,0.112,0.614,96.95,"Dilbar-Ishare Tere-Tere Te - Neha Kakkar, Guru Randhawa"
0.556,0.534,-8.322,0,0.0357,0.65,0.122,0.296,83.006,"Tumhe Apna Banane Ka-Chand Chhupa - Neeti Mohan, Vishal Dadlani"
0.261,0.475,-8.889,0,0.0413,0.773,0.0926,0.273,75.045,"Galliyan-Dil Mein Ho Tum - Jonita Gandhi, Salim Merchant"
0.654,0.329,-11.989,0,0.0315,0.821,0.0909,0.518,111.907,"Sanam Re-Phir Mohabbat - Tulsi Kumar, Benny Dayal"
0.659,0.547,-7.233,1,0.0516,0.21,0.0762,0.389,123.937,"Ik Vaari Aa-Nadaan Parindey-Tum Ho Toh - Shirley Setia, Jubin Nautiyal, Abhijit Vaghani"
0.595,0.451,-8.05,1,0.0267,0.711,0.118,0.238,110.925,"Darkhaast-Aankhon Mein Teri - Sukriti Kakar, Armaan Malik"
0.516,0.48,-9.557,1,0.0274,0.442,0.139,0.445,86.982,"Kahin Toh Hogi Woh-Teri Aahatein - Neeti Mohan, Shekhar Ravjiani, Abhijit Vaghani"
0.332,0.391,-9.857,1,0.0336,0.874,0.0973,0.184,86.963,"Tera Yaar Hoon Main-Yaar Mod Do - Neha Kakkar, Millind Gaba"
0.579,0.335,-10.893,1,0.0309,0.722,0.119,0.331,137.456,"Main Rahoon Ya Na Rahoon-Dil Kyun Yeh Mera - Rashmi Virag, Prakriti Kakar, Amaal Mallik"
0.546,0.403,-8.095,1,0.0274,0.722,0.135,0.382,127.96,"Aaoge Jab Tum-Jag Soona Soona - Nandini Srikar, Akhil Sachdeva"
0.485,0.734,-8.081,0,0.0674,0.43,0.0947,0.368,155.732,"Kabhi Jo Badal Barse-Dil De Diya Hai - Tulsi Kumar, Mohammed Irfan"
0.245,0.513,-8.539,0,0.0449,0.737,0.153,0.286,76.088,"Humnava Mere-Baarish - Aditya Narayan, Dhvani Bhanushali"
0.385,0.477,-8.656,1,0.0489,0.591,0.123,0.337,91.037,"O Saathi-Humsafar - Nikhita Gandhi, Ash King"
0.418,0.563,-8.227,1,0.0483,0.629,0.186,0.388,86.77,"Janib-Sajde Kiye Hain - Harshdeep Kaur, Javed Ali"
0.596,0.442,-8.66,0,0.0321,0.81,0.111,0.234,124.891,"Teri Meri-Phir Se - Amruta Fadnavis, B Praak, Rashmi Virag"
0.699,0.815,-4.282,1,0.0584,0.0217,0.0466,0.737,127.985,"Abcd -Yaariyan - Pritam, Benny Dayal, Shefali Alvares, Yo Yo Honey Singh"
0.443,0.447,-7.895,0,0.0356,0.768,0.2,0.215,127.395,"Baarish - Mohammed Irfan, Gajendra Verma"
0.794,0.878,-7.502,0,0.078,0.00138,0.197,0.352,129.978,"Sunny Sunny - Yo Yo Honey Singh, Neha Kakkar"
0.483,0.781,-5.926,1,0.0445,0.349,0.126,0.801,83.782,Allah Waariyan - Shafqat Amanat Ali
0.658,0.563,-8.91,0,0.0317,0.494,0.378,0.582,119.98,Suno- Na Sangemarmar - Arijit Singh
0.825,0.559,-7.907,1,0.0722,0.0212,0.205,0.207,105.957,"Swag Se Swagat - Vishal-Shekhar, Julius Packiam, Vishal Dadlani, Neha Bhasin, Irshad Kamil"
